Country Name,Country Code,Series Name,Series Code,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,total sum
Viet Nam,VNM,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,,,,,,
Viet Nam,VNM,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,,,,,,,,
Viet Nam,VNM,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,4.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,3.5,,,,,,,,
Viet Nam,VNM,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,
Viet Nam,VNM,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,5.0,5.5,4.5,4.5,4.5,4.0,3.5,4.0,4.0,4.0,4.0,,,,,,,,
Viet Nam,VNM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,-8.192243376611918,-5.692210741686675,-3.9471360074456325,4.103381649189132,3.547996942981483,2.086571368218388,-1.7225592707209545,-4.882117069828264,-2.1066370104025265,-0.9719891628765736,-0.24670437369826623,-8.98165936412439,-10.917952989609832,-6.233100240315554,-2.904868332479883,0.13673626316816864,4.820782657406102,3.6240898290644967,4.008970004650568,-0.8530528101790603,0.24309985264096864,-0.5860951652961618,1.9023637106704547,3.9182441027181354,4.3448689197659025,-1.2640056954892045,-0.26271862762832665,
Viet Nam,VNM,Deposit interest rate (%),FR.INR.DPST,,,,,,22.04,,,,8.5125,9.23,7.3725,3.65333333333333,5.30416666666667,6.4475,6.62166666666667,6.17125,7.145,7.63,7.4925,12.7304166666667,7.91,11.19375,13.9935,10.5036666666667,7.14,5.7575,4.7475,5.035,4.80916666666667,4.73825,4.975,4.12020833333333,3.375,3.8175,
Viet Nam,VNM,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,7.0,7.0,7.0,7.0,8.0,,,,
Viet Nam,VNM,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,13.65691021604603,16.529464272982647,,18.48467224717334,18.670035951124117,19.84884112453487,20.123863142178898,28.186587055122992,35.25907400950082,39.29039362553112,43.130774485685805,48.37235081336001,58.72243078845866,60.46678778250789,65.3595423737595,85.63968738395003,82.87277096520089,103.32235376964529,90.35317571116302,79.94308882134739,75.54939674924553,77.55810388639627,80.00102630487305,90.39922262605839,98.85896076551393,103.9720248237058,105.27598663615014,108.03190499829367,115.52534606027396,124.39734610074665,126.38069170299853,
Viet Nam,VNM,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.60371,65.28861,66.9796,68.56869,69.76594,,,,
Viet Nam,VNM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2479000091553,,,,
Viet Nam,VNM,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.714969992637634,,,,
Viet Nam,VNM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,0.9568766,0.9370037,0.8990125,0.8127117,0.7251304,0.72097,0.159407,0.0428145,0.1197939,0.2094201,0.3068373,0.389072,0.3479842,0.5087971,0.8064529,1.279721,2.013126,3.12994,4.785004,3.437825,2.892563,2.69666,2.490119,2.090074,2.900794,2.833227,2.034136,2.141411,2.123161,1.987184,1.979353,,
Viet Nam,VNM,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,29.38257,30.93658,30.01547,28.97733,29.80566,29.68927,,,,,,,,,,
Viet Nam,VNM,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,49.5,,,,,,26.3,,,,,,,,
Viet Nam,VNM,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,,,,,,,,,,,,,,,,,,,,,,26.2,,,,,,11.0,,,,,,,,
Viet Nam,VNM,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,,,
Viet Nam,VNM,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,32.3,,,,,,,,
Viet Nam,VNM,Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,,,,,,,,,,,,,,,,,,,,,,61.1,,,,,,42.7,,,,,,,,
Viet Nam,VNM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.499297726979158,4.241026455686024,6.026290704020394,10.39814673493321,13.7909772135353,16.192672396513423,18.93770539452146,22.164727401648864,24.09234212673491,25.681811458254717,27.951535059138028,29.55447253184887,30.561933566812232,31.363348388309642,32.837089599482184,35.171676130006745,38.1378133591031,45.31173420561122,49.19447313614748,53.93201188892637,66.16018746438719,70.27245539155288,100.0,121.41366615058406,132.43518781603112,137.7836500999424,142.87907131810226,140.42651723397316,142.98162034651878,149.21980855288504,154.6314932317965,158.37853522048303,160.70271902985283,165.16747919402118,171.54371329980864,
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.135011671578084,7.364512893958192,5.100918139083689,5.9608439326056555,8.646047459555732,8.072730657124112,8.838980952389534,9.540480174907557,9.340017495986913,8.152084143302545,5.764455463944998,4.773586880569795,6.787316408225919,6.192893311809058,6.320820987716729,6.899063491737209,7.536410611822859,7.547247727225596,6.977954811834934,7.129504483961028,5.661771208025712,5.397897542769314,6.423238217171942,6.413177689378543,5.504545619803309,5.553500244795103,6.422246656010259,6.987166723775488,6.69000921330894,6.940187782190492,7.464991257446002,7.3592809998546045,2.8654119461210428,2.5615511423249444,8.019798458149722,
Viet Nam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,623.5481462615835,654.8578129972511,673.3854596839976,698.4295014192314,743.2683898146261,787.6098526970997,841.5639783972273,906.1302490745647,975.0668250506229,1039.1350265376113,1083.7911708962688,1121.0603747912394,1183.8540971864152,1244.3065188338203,1309.4302724800941,1385.4487328208968,1474.7407713735436,1570.193227853452,1663.5595130549343,1765.1226047689563,1846.8667835108,1926.623818214321,2028.60553368665,2135.7821523125212,2229.320091995126,2327.9326566565856,2451.159231630409,2595.2349787073695,2741.052937454276,2903.028290388991,3090.7722405425106,3288.353072866647,3352.060156789221,3409.024716639796,3655.4625810367756,
Viet Nam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,1184.1219604295886,1269.6944011683938,1382.0010870976782,1499.160068063484,1636.0644136673939,1798.52487006183,1970.7887352865573,2136.500236899397,2253.395351666833,2363.7322712976033,2552.6825664822013,2743.4804103903866,2932.062855956742,3163.5092423032006,3457.7917897647985,3797.0454410964057,4146.951612331164,4519.044627758058,4819.011148365509,5059.3419526131565,5391.168620730768,5793.929381476654,6364.978023440316,6724.63549773754,7240.735940196281,7595.686738048544,8277.684129330151,9050.688533862036,9867.66788092648,10686.804054689112,11036.000527892218,11727.795732906257,13456.551425401101,
Viet Nam,VNM,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,,,,,33.3333320617676,,40.9836082458496,,42.6229515075684,,42.1621627807617,43.2432441711426,40.7960205078125,48.0392150878906,46.3414649963379,50.0,49.5145645141602,49.2822952270508,45.9330139160156,47.3933639526367,45.0236968994141,45.971565246582,53.8461532592773,55.238094329834,52.8571434020996,52.8571434020996,51.4285697937012,53.3333320617676,59.523811340332,60.476188659668,59.4339637756348,
Viet Nam,VNM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,0.656642436981201,,,,,,,0.666,0.687239348888397,,0.689964532852173,,,
Viet Nam,VNM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,5.67499999999989,3.20952606261374,7.26619804400963,4.11710235771737,-1.71033727851113,-0.431544511728152,3.83082838168469,3.23464817293924,7.75494748709602,8.2845724312867,7.41801715108469,8.34444889773838,23.1154483474477,6.71698269988629,9.20746648778418,18.6777322770706,9.09470339557193,6.59267475899191,4.08455446637622,0.631200905175718,2.66824816969083,3.52025688811619,3.53962805942641,2.79582367452244,3.22093436652514,1.83471554810462,3.15650749963111,
Viet Nam,VNM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,411.0402533111663,69.68872535294352,42.09509813221828,72.54638459436023,32.629184460377616,17.41497463008608,16.952316027829298,17.040195419139636,8.696767120820297,6.597404781812386,8.837864122523825,5.734702832311186,3.408827661795314,2.622264784868463,4.69892816585191,7.109602461727832,8.433312129147552,18.810519572684896,8.568947974750955,9.630225614303427,22.673316175641475,6.21562314855781,42.303267251453605,21.413666150584064,9.077661530933057,4.038550759893951,3.698131973179585,-1.7165243737263722,1.8195303585635543,4.362930138326789,3.6266530103431336,2.423207530609318,1.4674866175105308,2.7782729446780223,3.860465835588215,
Viet Nam,VNM,Lending interest rate (%),FR.INR.LEND,,,,,,32.1825,,,20.1,14.4166666666667,14.4,12.7,10.55,9.42,9.06166666666667,9.48,9.7225,11.025,11.17625,11.18,15.7835714285714,10.069,13.13525,16.9538333333333,13.4716666666667,10.3741666666667,8.665,7.1175,6.96,7.0675,7.371875,7.7075,7.6475,7.811,8.01333333333333,
Viet Nam,VNM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,611.646086956522,4501.68652908967,6537.6046856884,10121.8932306763,11202.1916666667,10640.9583333333,10965.6666666667,11038.25,11032.5833333333,11683.3333333333,13268.0,13943.1666666667,14167.75,14725.1666666667,15279.5,15509.5833333333,15746.0,15858.9166666667,15994.25,16105.125,16302.25,17065.0833333333,18612.9166666667,20509.75,20828.0,20933.4166666667,21148.0,21697.5675,21935.0008333333,22370.0866666667,22602.05,23050.2416666667,23208.3683333333,23159.7825925926,23271.2125,
Viet Nam,VNM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,63.2978706359863,,57.9787216186523,,62.962963104248,,58.201057434082,48.7437171936035,50.4854354858398,62.1359214782715,57.9710159301758,52.1739120483398,49.519229888916,53.0805702209473,51.6587677001953,54.028434753418,55.9241714477539,56.8720397949219,44.2857131958008,50.0,54.2857131958008,54.761905670166,48.5849075317383,49.0566024780273,47.1698112487793,42.9245300292969,45.7547187805176,
Viet Nam,VNM,"Population ages 15-64, total",SP.POP.1564.TO,35484846.0,36479464.0,37501832.0,38555370.0,39639779.0,40752912.0,41891709.0,43069980.0,44297910.0,45554634.0,46842472.0,48115002.0,49317444.0,50479407.0,51630354.0,52774119.0,53915769.0,55058795.0,56204274.0,57339069.0,58440126.0,59506384.0,60511470.0,61417873.0,62236393.0,62973264.0,63589382.0,64125596.0,64683440.0,65217933.0,65704221.0,66150523.0,66571089.0,66962208.0,67251030.0,
Viet Nam,VNM,Population growth (annual %),SP.POP.GROW,2.22121055658214,2.2067370311388,2.18510462921386,2.13831120512174,2.07021824643611,1.96885940402398,1.84401818051391,1.72029581633391,1.59693188161723,1.47303034216213,1.39677414492004,1.28217576188593,1.11686737378671,1.02839410111569,1.02771758753322,1.02829255325908,1.02011634543028,1.00436180353196,0.969169266037147,0.96076781166711,0.980254857535931,1.02939211623888,1.06742976658398,1.06749342269972,1.07201322213276,1.07637953190022,1.06639876535975,1.04227094610537,1.00922663268309,0.968719959338428,0.932840031984421,0.904491214904611,0.906299234852032,0.84418167703331,0.734794057662508,
Viet Nam,VNM,"Population, total",SP.POP.TOTL,64037514.0,65466361.0,66912613.0,68358820.0,69788747.0,71176405.0,72501087.0,73759110.0,74946448.0,76058603.0,77128424.0,78123713.0,79001142.0,79817777.0,80642308.0,81475825.0,82311227.0,83142095.0,83951800.0,84762269.0,85597241.0,86482923.0,87411012.0,88349117.0,89301326.0,90267739.0,91235504.0,92191398.0,93126529.0,94033048.0,94914330.0,95776716.0,96648685.0,97468029.0,98186856.0,
Viet Nam,VNM,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,,,,,,,,,,,,,,,,,,20.6,20.6,20.6,20.6,20.5,12.4,17.2,12.4,17.0,17.0,14.4,14.4,13.1,13.2,13.2,,,,
Viet Nam,VNM,Procedures to register property (number),IC.PRP.PROC,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
Viet Nam,VNM,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,,,,,,,,1751.0,1533.0,1521.0,1324.0,1398.0,1921.0,2338.0,2000.0,2674.0,2682.0,2928.0,3447.0,3910.0,4106.0,4139.0,3901.0,4101.0,3959.0,3733.0,4251.9,4125.4,3190.0,3574.0,3989.0,3742.0,3759.0,,,
Viet Nam,VNM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,Real interest rate (%),FR.INR.RINR,,,,,,12.57720781905269,,,10.49086663865964,7.335321062327055,5.110478712826095,6.587522337614499,6.9057666542360545,6.624035465775309,4.16693711888226,2.21305791805096,1.188922339028973,-6.552887404824396,2.4015172605848565,1.4136378694949776,-5.616335289416537,3.627881414443792,-20.49708191162817,-3.6732543861408713,4.028327224898893,6.089681046590555,4.7897372231401825,8.98831092147988,5.048608673929237,2.591504337879814,3.6141493340357678,5.159272587525112,6.090634141540834,4.896683813738448,3.9985065196213685,
Viet Nam,VNM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,,,,,,,,,25.543478012085,,26.6304340362549,,26.0869560241699,,22.7027034759521,27.027027130127,29.8507461547852,29.4117641448975,27.4509811401367,29.1262130737305,28.6407775878906,28.7081336975098,28.2296657562256,29.3838863372803,27.962085723877,28.9099521636963,30.769229888916,34.2857131958008,32.3809509277344,34.761905670166,38.0952377319336,39.0476188659668,42.8571434020996,37.6190490722656,36.3207550048828,
Viet Nam,VNM,Rule of Law: Percentile Rank,RL.PER.RNK,,,,,,,,,36.6834182739258,,39.5,,40.2985076904297,,31.8407955169678,30.348258972168,34.6153831481934,43.5406684875488,37.7990417480469,38.2775115966797,38.9423065185547,36.0189590454102,33.6492881774902,35.2112693786621,35.2112693786621,39.4366188049316,42.788459777832,43.3333320617676,56.1904754638672,54.761905670166,52.3809509277344,51.9047622680664,46.6666679382324,47.1428565979004,47.6415100097656,
Viet Nam,VNM,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,,,,,,,10.14,,,,,12.33,,13.81,13.43,12.74,12.54,11.78,11.9,12.14,8.01,7.97,7.29,,7.12,6.7,6.63,6.18,6.4,6.51,6.65,5.68,5.56,,,
Viet Nam,VNM,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,9.85,,,,,12.0,,13.34,13.02,12.23,12.04,11.24,11.36,11.76,7.57,7.53,7.08,,6.93,6.5,6.43,6.03,6.14,6.24,6.02,5.41,5.31,,,
Viet Nam,VNM,Tax payments (number),IC.TAX.PAYM,,,,,,,,,,,,,,,,,,32.0,32.0,32.0,32.0,44.0,44.0,44.0,44.0,45.0,45.0,43.0,31.0,14.0,10.0,6.0,,,,
Viet Nam,VNM,Time required to obtain an operating license (days),IC.FRM.DURS,,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,11.4,,,,,,,,
Viet Nam,VNM,Time required to register property (days),IC.PRP.DURS,,,,,,,,,,,,,,,,,67.5,67.5,67.5,67.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,57.5,53.5,53.5,,,,
Viet Nam,VNM,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,61.0,47.0,41.0,46.0,37.0,37.0,37.0,36.0,36.0,32.0,34.0,34.0,20.0,24.0,22.0,17.0,16.0,,,,
Viet Nam,VNM,"Time to export, border compliance (hours)",IC.EXP.TMBC,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,60.4,57.73077,55.0,55.0,55.0,,,,
Viet Nam,VNM,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,83.07692,83.07692,50.0,50.0,50.0,50.0,,,,
Viet Nam,VNM,"Time to import, border compliance (hours)",IC.IMP.TMBC,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,61.96667,56.0,56.0,56.0,,,,
Viet Nam,VNM,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,106.0,76.0,76.0,76.0,76.0,,,,
Viet Nam,VNM,Time to obtain an electrical connection (days),IC.ELC.DURS,,,,,,,,,,,,,,,,,,,,,,29.6,,,,,,18.5,,,,,,,,
Viet Nam,VNM,Time to prepare and pay taxes (hours),IC.TAX.DURS,,,,,,,,,,,,,,,,,,1050.0,1050.0,1050.0,1050.0,1050.0,941.0,941.0,872.0,872.0,872.0,770.0,540.0,498.0,498.0,384.0,,,,
Viet Nam,VNM,Trade (% of GDP),NE.TRD.GNFS.ZS,18.950487086900132,57.904462154985225,81.31569794088904,66.94695239378414,73.57688512611732,66.21226715117854,77.47319794302486,74.72126592030303,92.70574680237175,94.344484070014,97.00124851189832,102.78740660365753,111.41709441978418,111.95593799871182,116.69686865339462,124.3279544397931,133.0164978688871,130.7148460450262,138.3136218695982,154.6053839965543,154.31747962775836,134.70631772175759,113.97769507230888,125.26058926839632,123.22412551346889,130.84634357223712,135.41051182167746,144.91422034147743,145.40950714446444,160.98007199028265,164.66393980803653,164.7042207286693,163.24585742156083,186.46818324351653,,
Viet Nam,VNM,Voice and Accountability: Percentile Rank,VA.PER.RNK,,,,,,,,,16.0,,10.4477615356445,,12.4378108978271,,8.95522403717041,8.4577112197876,9.13461494445801,8.65384578704834,7.692307472229,8.17307662963867,8.17307662963867,8.05687236785889,7.5829381942749,8.45070457458496,8.92018795013428,10.7981224060059,9.35960578918457,10.3448276519775,10.3448276519775,10.3448276519775,8.25242710113525,11.5942029953003,11.5942029953003,13.043478012085,13.5265703201294,
